"","user_id","condition","total_trials","risk","gain","no_effect","experimental_treatment_selected","key_press","rt","ratio","Extraversion","Agreeableness","Conscientiousness","Negative_Emotionality","Open_Mindedness","Harm","Fairness","Loyalty","Athority","Sancticy","sex","age_4","race_ethnicity","education","Q1538","Q1539","Q1540","Q1541","Q1542","Q1543","Q1544","Q1545","income","Q1547","Q1567","Q1548","political_aff","Q1550","Q1551","trial_index","risk_c","gain_c","Risk_Beta","Gain_Beta","Interaction","lambda"
"29","01rSsifR","Mood",75,25,45,30,"Yes to treatment",90,881.884999998903,1.8,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"29",-20.8,17.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"30","01rSsifR","Mood",75,70,5,25,"No to treatment",77,660.195000000414,0.0714285714285714,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"30",24.2,-22.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"31","01rSsifR","Mood",75,5,45,50,"Yes to treatment",90,737.975000000035,9,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"31",-40.8,17.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"32","01rSsifR","Mood",75,45,25,30,"No to treatment",90,1505.70000000153,0.555555555555556,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"32",-0.799999999999997,-2.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"33","01rSsifR","Mood",75,65,30,5,"No to treatment",77,735.810000001919,0.461538461538462,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"33",19.2,2.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"34","01rSsifR","Mood",75,25,65,10,"Yes to treatment",90,801.634999999835,2.6,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"34",-20.8,37.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"35","01rSsifR","Mood",75,65,5,30,"No to treatment",90,1170.61000000103,0.0769230769230769,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"35",19.2,-22.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"36","01rSsifR","Mood",75,45,35,20,"No to treatment",90,962.08000000118,0.777777777777778,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"36",-0.799999999999997,7.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"37","01rSsifR","Mood",75,45,10,45,"No to treatment",77,722.085000001243,0.222222222222222,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"37",-0.799999999999997,-17.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"38","01rSsifR","Mood",75,30,55,15,"Yes to treatment",90,576.320000000123,1.83333333333333,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"38",-15.8,27.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"39","01rSsifR","Mood",75,80,5,15,"No to treatment",90,714.359999998123,0.0625,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"39",34.2,-22.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"40","01rSsifR","Mood",75,30,40,30,"Yes to treatment",77,1009.8399999988,1.33333333333333,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"40",-15.8,12.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"41","01rSsifR","Mood",75,25,35,40,"Yes to treatment",77,994.064999998896,1.4,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"41",-20.8,7.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"42","01rSsifR","Mood",75,50,20,30,"No to treatment",90,882.249999998749,0.4,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"42",4.2,-7.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"43","01rSsifR","Mood",75,30,20,50,"No to treatment",90,1009.44999999774,0.666666666666667,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"43",-15.8,-7.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"44","01rSsifR","Mood",75,60,5,35,"No to treatment",77,753.759999999602,0.0833333333333333,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"44",14.2,-22.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"45","01rSsifR","Mood",75,40,50,10,"No to treatment",77,1345.57500000298,1.25,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"45",-5.8,22.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"46","01rSsifR","Mood",75,50,15,35,"No to treatment",77,961.880000002566,0.3,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"46",4.2,-12.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"47","01rSsifR","Mood",75,15,10,75,"No to treatment",90,1393.70500000229,0.666666666666667,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"47",-30.8,-17.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"48","01rSsifR","Mood",75,75,20,5,"No to treatment",77,945.255000002362,0.266666666666667,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"48",29.2,-7.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"49","01rSsifR","Mood",75,10,70,20,"Yes to treatment",77,945.475000000442,7,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"49",-35.8,42.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"50","01rSsifR","Mood",75,75,20,5,"No to treatment",90,706.154999999853,0.266666666666667,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"50",29.2,-7.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"51","01rSsifR","Mood",75,25,40,35,"Yes to treatment",90,1202.62000000002,1.6,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"51",-20.8,12.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"52","01rSsifR","Mood",75,5,65,30,"Yes to treatment",77,1089.8449999986,13,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"52",-40.8,37.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"53","01rSsifR","Mood",75,35,5,60,"No to treatment",90,850.51999999996,0.142857142857143,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"53",-10.8,-22.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"54","01rSsifR","Mood",75,20,35,45,"No to treatment",77,5776.44500000315,1.75,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"54",-25.8,7.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"55","01rSsifR","Mood",75,25,15,60,"No to treatment",77,944.754999996803,0.6,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"55",-20.8,-12.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"56","01rSsifR","Mood",75,25,15,60,"No to treatment",90,1121.24500000209,0.6,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"56",-20.8,-12.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"57","01rSsifR","Mood",75,80,15,5,"No to treatment",90,833.630000000994,0.1875,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"57",34.2,-12.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"58","01rSsifR","Mood",75,25,15,60,"No to treatment",90,2098.34000000046,0.6,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"58",-20.8,-12.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"59","01rSsifR","Mood",75,55,25,20,"No to treatment",77,898.26499999981,0.454545454545455,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"59",9.2,-2.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"60","01rSsifR","Mood",75,30,40,30,"Yes to treatment",77,1393.39499999915,1.33333333333333,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"60",-15.8,12.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"61","01rSsifR","Mood",75,85,5,10,"No to treatment",77,1057.67500000002,0.0588235294117647,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"61",39.2,-22.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"62","01rSsifR","Mood",75,75,15,10,"No to treatment",77,5320.27000000016,0.2,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"62",29.2,-12.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"63","01rSsifR","Mood",75,30,35,35,"Yes to treatment",77,4546.45000000164,1.16666666666667,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"63",-15.8,7.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"64","01rSsifR","Mood",75,75,15,10,"No to treatment",77,976.265000001149,0.2,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"64",29.2,-12.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"65","01rSsifR","Mood",75,20,5,75,"No to treatment",77,849.469999997411,0.25,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"65",-25.8,-22.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"66","01rSsifR","Mood",75,85,5,10,"No to treatment",77,1080.81500000117,0.0588235294117647,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"66",39.2,-22.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"67","01rSsifR","Mood",75,20,75,5,"Yes to treatment",77,2176.21999999756,3.75,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"67",-25.8,47.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"68","01rSsifR","Mood",75,35,20,45,"No to treatment",90,1058.10000000201,0.571428571428571,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"68",-10.8,-7.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"69","01rSsifR","Mood",75,40,35,25,"No to treatment",77,2577.82499999666,0.875,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"69",-5.8,7.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"70","01rSsifR","Mood",75,30,55,15,"Yes to treatment",90,1409.40000000046,1.83333333333333,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"70",-15.8,27.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"71","01rSsifR","Mood",75,45,20,35,"No to treatment",77,881.844999999885,0.444444444444444,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"71",-0.799999999999997,-7.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"72","01rSsifR","Mood",75,80,15,5,"No to treatment",90,969.989999997779,0.1875,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"72",34.2,-12.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"73","01rSsifR","Mood",75,75,5,20,"No to treatment",90,1058.21500000093,0.0666666666666667,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"73",29.2,-22.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"74","01rSsifR","Mood",75,75,5,20,"No to treatment",77,753.154999998515,0.0666666666666667,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"74",29.2,-22.4,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"75","01rSsifR","Mood",75,25,35,40,"Yes to treatment",90,5473.42000000208,1.4,39,37,38,39,43,23,24,13,20,16,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"75",-20.8,7.6,-0.206866797591081,0.10797258228388,-0.0115950050735494,1.91591970123666
"76","0DeJj31H","Short Term (Working) Memory",75,20,45,35,"Yes to treatment",90,864.000000001397,2.25,45,47,38,37,43,18,21,19,22,18,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"1",-28.6666666666667,19.8,-0.267717100797204,-0.49783708032311,-0.00263414384921097,-0.5377604669854
"77","0DeJj31H","Short Term (Working) Memory",75,10,25,65,"Yes to treatment",90,895.349999998871,2.5,45,47,38,37,43,18,21,19,22,18,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"2",-38.6666666666667,-0.199999999999999,-0.267717100797204,-0.49783708032311,-0.00263414384921097,-0.5377604669854
"78","0DeJj31H","Short Term (Working) Memory",75,50,30,20,"Yes to treatment",90,924.739999998594,0.6,45,47,38,37,43,18,21,19,22,18,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"3",1.33333333333334,4.8,-0.267717100797204,-0.49783708032311,-0.00263414384921097,-0.5377604669854
"79","0DeJj31H","Short Term (Working) Memory",75,15,50,35,"Yes to treatment",90,1063.27000000241,3.33333333333333,45,47,38,37,43,18,21,19,22,18,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"4",-33.6666666666667,24.8,-0.267717100797204,-0.49783708032311,-0.00263414384921097,-0.5377604669854
"80","0DeJj31H","Short Term (Working) Memory",75,5,70,25,"Yes to treatment",77,685.760000000359,14,45,47,38,37,43,18,21,19,22,18,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"5",-43.6666666666667,44.8,-0.267717100797204,-0.49783708032311,-0.00263414384921097,-0.5377604669854
"81","0DeJj31H","Short Term (Working) Memory",75,50,10,40,"Yes to treatment",77,769.109999997425,0.2,45,47,38,37,43,18,21,19,22,18,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"6",1.33333333333334,-15.2,-0.267717100797204,-0.49783708032311,-0.00263414384921097,-0.5377604669854
"82","0DeJj31H","Short Term (Working) Memory",75,40,30,30,"Yes to treatment",90,675.074999999139,0.75,45,47,38,37,43,18,21,19,22,18,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"7",-8.66666666666666,4.8,-0.267717100797204,-0.49783708032311,-0.00263414384921097,-0.5377604669854
